iter	Passed	Remaining
286	794	1974
287	796	1968
288	798	1964
289	800	1958
290	802	1955
291	806	1955
292	810	1955
293	811	1949
294	814	1945
295	816	1941
296	818	1936
297	820	1932
298	822	1927
299	823	1922
300	825	1917
301	827	1913
302	830	1911
303	832	1906
304	835	1902
305	837	1898
306	839	1894
307	841	1890
308	843	1886
309	845	1881
310	847	1877
311	849	1873
312	851	1869
313	853	1863
314	855	1859
315	857	1855
316	859	1850
317	861	1846
318	863	1842
319	865	1838
320	867	1834
321	869	1830
322	871	1826
323	873	1823
324	875	1819
325	877	1814
326	879	1810
327	883	1810
328	885	1806
329	887	1801
330	889	1797
331	892	1795
332	894	1791
333	906	1808
334	908	1803
335	909	1798
336	912	1794
337	914	1790
338	915	1785
339	917	1781
340	919	1777
341	921	1773
342	925	1773
343	931	1775
344	933	1771
345	934	1767
346	937	1763
347	939	1760
348	944	1760
349	946	1756
350	948	1752
351	950	1748
352	952	1745
353	954	1741
354	958	1741
355	960	1737
356	962	1733
357	964	1729
358	966	1725
359	971	1726
360	975	1727
361	977	1723
362	980	1719
363	982	1716
364	986	1716
365	988	1712
366	990	1709
367	993	1705
368	1007	1723
369	1012	1724
370	1017	1724
371	1019	1720
372	1025	1723
373	1030	1725
374	1033	1721
375	1035	1717
376	1037	1714
377	1039	1710
378	1041	1706
379	1045	1705
380	1048	1702
381	1052	1703
382	1055	1700
383	1057	1696
384	1059	1692
385	1061	1688
386	1063	1684
387	1065	1680
388	1066	1675
389	1068	1671
390	1070	1668
391	1079	1673
392	1081	1670
393	1083	1666
394	1085	1662
395	1090	1662
396	1091	1658
397	1093	1654
398	1095	1650
399	1097	1646
400	1099	1641
401	1101	1638
402	1105	1637
403	1107	1634
404	1110	1630
405	1114	1631
406	1116	1627
407	1119	1624
408	1122	1622
409	1124	1618
410	1128	1617
411	1131	1614
412	1137	1616
413	1140	1614
414	1147	1617
415	1150	1615
416	1152	1611
417	1155	1608
418	1160	1609
419	1163	1606
420	1164	1602
421	1166	1598
422	1169	1594
423	1171	1591
424	1173	1587
425	1175	1584
426	1177	1580
427	1180	1577
428	1182	1573
429	1184	1569
430	1186	1566
431	1188	1562
432	1190	1558
433	1192	1555
434	1194	1551
435	1196	1547
436	1198	1544
437	1200	1540
438	1207	1543
439	1217	1548
440	1219	1545
441	1221	1541
442	1225	1540
443	1227	1536
444	1233	1537
445	1235	1534
446	1240	1534
447	1245	1535
448	1247	1531
449	1249	1527
450	1251	1523
451	1253	1520
452	1259	1520
453	1262	1518
454	1267	1517
455	1269	1514
456	1271	1510
457	1273	1507
458	1275	1503
459	1283	1506
460	1285	1503
461	1288	1499
462	1290	1496
463	1292	1492
464	1294	1488
465	1297	1486
466	1299	1482
467	1300	1478
468	1302	1474
469	1309	1476
470	1311	1472
471	1313	1469
472	1315	1465
473	1321	1466
474	1323	1462
475	1325	1459
476	1328	1456
477	1330	1453
478	1336	1453
479	1338	1449
480	1340	1446
481	1342	1442
482	1343	1438
483	1345	1434
484	1347	1431
485	1353	1431
486	1357	1429
487	1359	1426
488	1361	1423
489	1367	1423
490	1369	1420
491	1371	1416
492	1377	1417
493	1384	1417
494	1386	1414
495	1388	1410
496	1390	1407
497	1395	1406
498	1419	1425
499	1422	1422
500	1430	1424
501	1435	1424
502	1438	1421
503	1440	1418
504	1444	1415
505	1450	1416
506	1452	1412
507	1458	1412
508	1461	1409
509	1465	1408
510	1470	1407
511	1474	1405
512	1476	1401
513	1482	1401
514	1488	1402
515	1491	1399
516	1493	1395
517	1495	1391
518	1498	1388
519	1500	1384
520	1502	1381
521	1505	1378
522	1507	1374
523	1515	1376
524	1526	1381
525	1531	1379
526	1533	1376
527	1535	1372
528	1537	1368
529	1539	1365
530	1541	1361
531	1543	1358
532	1546	1354
533	1548	1351
534	1551	1348
535	1553	1344
536	1555	1341
537	1557	1337
538	1560	1334
539	1562	1331
540	1564	1327
541	1566	1324
542	1570	1321
543	1575	1320
544	1578	1317
545	1583	1316
546	1585	1312
547	1586	1308
548	1588	1304
549	1590	1301
550	1592	1297
551	1593	1293
552	1595	1289
553	1597	1285
554	1598	1282
555	1600	1278
556	1602	1274
557	1603	1270
558	1605	1266
559	1606	1262
560	1608	1258
561	1609	1254
562	1611	1250
563	1612	1246
564	1614	1242
565	1615	1239
566	1617	1235
567	1619	1231
568	1620	1227
569	1622	1223
570	1624	1220
571	1625	1216
572	1627	1212
573	1628	1208
574	1630	1204
575	1631	1201
576	1633	1197
577	1635	1193
578	1636	1190
579	1638	1186
580	1639	1182
581	1641	1178
582	1642	1175
583	1644	1171
584	1645	1167
585	1646	1163
586	1648	1159
587	1649	1156
588	1651	1152
589	1653	1148
590	1654	1145
591	1656	1141
592	1657	1137
593	1659	1134
594	1660	1130
595	1662	1127
596	1664	1123
597	1666	1120
598	1668	1116
599	1670	1113
600	1672	1110
601	1673	1106
602	1675	1102
603	1676	1099
604	1678	1095
605	1679	1092
606	1681	1088
607	1683	1085
608	1684	1081
609	1690	1080
610	1692	1077
611	1694	1074
612	1695	1070
613	1697	1067
614	1699	1063
615	1700	1060
616	1702	1056
617	1704	1053
618	1705	1049
619	1707	1046
620	1708	1042
621	1710	1039
622	1711	1035
623	1713	1032
624	1714	1028
625	1716	1025
626	1717	1021
627	1719	1018
628	1720	1015
629	1722	1011
630	1723	1008
631	1725	1004
632	1727	1001
633	1728	997
634	1730	994
635	1731	991
636	1733	987
637	1735	984
638	1736	981
639	1738	977
640	1740	974
641	1741	971
642	1743	967
643	1744	964
644	1746	961
645	1748	957
646	1749	954
647	1751	951
648	1752	947
649	1754	944
650	1755	941
651	1757	937
652	1758	934
653	1760	931
654	1761	927
655	1762	924
656	1764	921
657	1765	917
658	1767	914
659	1768	911
660	1770	907
661	1771	904
662	1773	901
663	1774	898
664	1776	894
665	1777	891
666	1779	888
667	1780	884
668	1782	881
669	1783	878
670	1785	875
671	1786	871
672	1787	868
673	1789	865
674	1790	862
675	1792	859
676	1793	855
677	1795	852
678	1796	849
679	1798	846
680	1799	842
681	1800	839
682	1802	836
683	1803	833
684	1805	830
685	1806	826
686	1808	823
687	1809	820
688	1810	817
689	1812	814
690	1813	811
691	1815	807
692	1816	804
693	1818	801
694	1819	798
695	1821	795
696	1822	792
697	1823	789
698	1825	786
699	1827	783
700	1828	779
701	1830	776
702	1831	773
703	1833	770
704	1835	767
705	1836	764
706	1838	761
707	1839	758
708	1841	755
709	1843	752
710	1844	749
711	1846	746
712	1847	743
713	1849	740
714	1850	737
715	1852	734
716	1854	731
717	1855	728
718	1856	725
719	1858	722
720	1859	719
721	1861	716
722	1862	713
723	1864	710
724	1865	707
725	1867	704
726	1868	701
727	1870	698
728	1871	695
729	1873	693
730	1875	690
731	1877	687
732	1879	684
733	1881	681
734	1883	678
735	1884	676
736	1886	673
737	1888	670
738	1889	667
739	1891	664
740	1892	661
741	1894	658
742	1896	655
743	1897	652
744	1899	650
745	1900	647
746	1902	644
747	1903	641
748	1905	638
749	1907	635
750	1908	632
751	1910	630
752	1911	627
753	1913	624
754	1915	621
755	1916	618
756	1918	615
757	1919	612
758	1921	610
759	1922	607
760	1924	604
761	1925	601
762	1928	598
763	1933	597
764	1935	594
765	1938	592
766	1940	589
767	1943	586
768	1945	584
769	1947	581
770	1950	579
771	1953	576
772	1954	574
773	1956	571
774	1958	568
775	1959	565
776	1961	562
777	1963	560
778	1965	557
779	1967	554
780	1969	552
781	1971	549
782	1972	546
783	1977	544
784	1979	542
785	1980	539
786	1982	536
787	1983	533
788	1985	530
789	1987	528
790	1988	525
791	1990	522
792	1991	519
793	1994	517
794	1998	515
795	2001	512
796	2002	510
797	2004	507
798	2006	504
799	2008	502
800	2010	499
801	2012	496
802	2014	494
803	2017	491
804	2019	489
805	2021	486
806	2023	483
807	2025	481
808	2028	478
809	2031	476
810	2032	473
811	2034	470
812	2036	468
813	2038	465
814	2041	463
815	2042	460
816	2044	458
817	2048	455
818	2050	453
819	2052	450
820	2054	448
821	2057	445
822	2058	442
823	2060	440
824	2063	437
825	2065	435
826	2067	432
827	2069	429
828	2071	427
829	2073	424
830	2075	422
831	2076	419
832	2078	416
833	2080	414
834	2081	411
835	2083	408
836	2085	406
837	2086	403
838	2090	401
839	2092	398
840	2094	395
841	2095	393
842	2097	390
843	2099	388
844	2101	385
845	2102	382
846	2104	380
847	2106	377
848	2108	375
849	2111	372
850	2112	369
851	2114	367
852	2116	364
853	2117	362
854	2119	359
855	2120	356
856	2122	354
857	2123	351
858	2125	348
859	2127	346
860	2129	343
861	2130	341
862	2133	338
863	2135	336
864	2137	333
865	2138	330
866	2140	328
867	2153	327
868	2154	324
869	2164	323
870	2167	321
871	2170	318
872	2172	316
873	2174	313
874	2177	311
875	2179	308
876	2182	306
877	2184	303
878	2186	301
879	2188	298
880	2206	297
881	2208	295
882	2210	292
883	2212	290
884	2215	287
885	2217	285
886	2219	282
887	2229	281
888	2230	278
889	2233	276
890	2235	273
891	2237	270
892	2239	268
893	2241	265
894	2243	263
895	2245	260
896	2247	258
897	2249	255
898	2252	253
899	2254	250
900	2257	248
901	2259	245
902	2261	242
903	2263	240
904	2265	237
905	2267	235
906	2269	232
907	2272	230
908	2274	227
909	2276	225
910	2278	222
911	2280	220
912	2282	217
913	2284	214
914	2286	212
915	2288	209
916	2290	207
917	2292	204
918	2295	202
919	2297	199
920	2299	197
921	2301	194
922	2303	192
923	2305	189
924	2307	187
925	2309	184
926	2311	181
927	2312	179
928	2314	176
929	2315	174
930	2317	171
931	2319	169
932	2320	166
933	2323	164
934	2324	161
935	2326	159
936	2328	156
937	2330	154
938	2332	151
939	2334	148
940	2335	146
941	2346	144
942	2348	141
943	2350	139
944	2352	136
945	2353	134
946	2356	131
947	2358	129
948	2361	126
949	2363	124
950	2365	121
951	2366	119
952	2369	116
953	2371	114
954	2373	111
955	2374	109
956	2377	106
957	2380	104
958	2382	101
959	2384	99
960	2386	96
961	2388	94
962	2390	91
963	2391	89
964	2394	86
965	2396	84
966	2397	81
967	2399	79
968	2400	76
969	2402	74
970	2404	71
971	2406	69
972	2408	66
973	2410	64
974	2412	61
975	2414	59
976	2416	56
977	2418	54
978	2420	51
979	2421	49
980	2423	46
981	2427	44
982	2428	42
983	2430	39
984	2433	37
985	2434	34
986	2436	32
987	2438	29
988	2440	27
989	2442	24
990	2444	22
991	2445	19
992	2447	17
993	2449	14
994	2451	12
995	2453	9
996	2456	7
997	2457	4
998	2459	2
999	2461	0
